id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
260,goodbye,ttyl,See you later!,2024-12-08T08:44:18.628383,0.98,1082
261,greeting,hello,Hello! What brings you here?,2024-12-04T02:44:52.628383,0.99,1083
262,technical_support,Help with update,"For update issues: First update software, then contact support.",2024-11-24T21:11:16.628383,0.77,1083
263,greeting,hi!,Hi there! Need any help?,2024-11-26T11:14:37.628383,0.95,1084
264,product_inquiry,Do you have iPhone in stock?,"Yes, iPhone is in stock. The price is $749 and gift wrapping.",2024-12-13T19:51:44.628383,0.95,1084
265,product_inquiry,Price of speaker?,speaker is available. Priced at $595 with gift wrapping.,2024-12-01T09:35:47.628383,0.78,1084
266,greeting,hello hello,Hey! What's up?,2024-12-17T23:55:22.628383,0.97,1085
267,goodbye,night,Goodbye!,2024-11-25T14:41:57.628383,0.98,1085
268,greeting,greetings,Hello there!,2024-12-06T21:02:31.628383,0.99,1086
269,order_status,Order #17094 status please,Your order #17094 is shipped. Estimated delivery: tomorrow.,2024-12-08T08:33:36.628383,0.75,1086
270,greeting,hello hello,Hi there!,2024-12-17T08:17:44.628383,0.95,1086
271,order_status,I need update on order #71220,Order #71220 is currently shipped. Should arrive tomorrow.,2024-12-08T06:19:01.628383,0.82,1086
272,greeting,afternoon,Hi!,2024-11-23T16:39:44.628383,0.98,1087
273,payment_issue,Payment error purchase,"For the payment issue with purchase, please check card details. Then try again in 1 hour.",2024-12-05T23:22:40.628383,0.78,1087
274,product_inquiry,Tell me about speaker,speaker is available. Priced at $317 with gift wrapping.,2024-12-18T02:57:02.628383,0.9,1087
275,technical_support,Issue with bluetooth,"For bluetooth issues: First restart the device, then contact support.",2024-12-17T01:47:43.628383,0.91,1087
276,product_inquiry,Price of laptop?,We have laptop. It costs $471 and comes with gift wrapping.,2024-11-28T00:10:40.628383,0.84,1087
277,greeting,hello,Hi there! Need any help?,2024-12-04T02:11:28.628383,0.98,1088
278,payment_issue,Payment failed for service,"To resolve payment for service, try try another payment method. If needed, try again in 1 hour.",2024-12-03T16:28:28.628383,0.83,1088
279,payment_issue,Can't pay for order,"For the payment issue with order, please verify billing address. Then contact your bank.",2024-12-15T07:55:31.628383,0.85,1088
280,greeting,hello,Hey! What's up?,2024-12-18T22:18:17.628383,0.99,1089
281,order_status,Where is my order #16042?,I've checked order #16042. Status: in transit. Expected arrival: next week.,2024-12-16T17:34:29.628383,0.81,1089
282,greeting,hey hey,Hi! How can I help?,2024-11-26T14:28:06.628383,0.96,1090
283,payment_issue,Payment failed for order,"For the payment issue with order, please check card details. Then contact your bank.",2024-12-17T20:55:14.628383,0.85,1090
284,greeting,hello hello,Hello there!,2024-11-29T04:02:16.628383,0.98,1091
285,product_inquiry,Do you have iPhone in stock?,"Yes, iPhone is in stock. The price is $697 and 20% discount.",2024-12-06T00:07:02.628383,0.92,1091
286,order_status,Can you check status of order #93720,Your order #93720 is out for delivery. Estimated delivery: by end of week.,2024-12-17T07:24:32.628383,0.83,1091
287,greeting,hii,Hi there! Need any help?,2024-12-13T16:24:54.628383,0.96,1092
288,order_status,Where is my order #73105?,Order #73105 is currently processing. Should arrive in 2 days.,2024-12-10T02:50:15.628383,0.82,1092
289,technical_support,app not working,"To fix app, try: update software. If that doesn't work, reset to defaults.",2024-12-20T02:32:20.628383,0.9,1092
290,greeting,yo,Hey! What's up?,2024-11-25T09:02:15.628383,0.98,1093
291,payment_issue,Problem paying subscription,"To resolve payment for subscription, try verify billing address. If needed, clear browser cache.",2024-11-30T04:50:14.628383,0.9,1093
292,greeting,greetings,Hello! How may I help you?,2024-11-25T12:02:18.628383,0.98,1094
293,goodbye,night,Have a great day!,2024-11-24T12:48:40.628383,0.96,1094
294,goodbye,bai,Bye!,2024-12-07T08:02:58.628383,0.96,1094
295,greeting,hey hey,Hello there!,2024-12-06T10:21:11.628383,0.97,1095
296,payment_issue,Payment error service,"For the payment issue with service, please check card details. Then clear browser cache.",2024-11-28T03:45:00.628383,0.91,1095
297,greeting,evening,Hi!,2024-12-21T02:41:31.628383,0.96,1096
298,goodbye,talk to you later,Bye!,2024-12-11T21:55:02.628383,0.94,1096
299,payment_issue,Payment failed for purchase,"I'll help with your purchase payment. First verify billing address, then clear browser cache.",2024-12-05T12:36:38.628383,0.93,1096
300,goodbye,gotta go,"Take care, bye!",2024-12-12T21:31:13.628383,0.98,1096
301,greeting,sup,Hello! How may I help you?,2024-12-05T07:54:50.628383,0.96,1097
302,payment_issue,Can't pay for service,"I'll help with your service payment. First check card details, then try again in 1 hour.",2024-12-02T22:12:40.628383,0.91,1097
303,order_status,Track order #30388,Order #30388 is currently processing. Should arrive next week.,2024-12-05T19:59:42.628383,0.93,1097
304,greeting,afternoon,Hey! What's up?,2024-12-08T12:58:11.628383,0.97,1098
305,greeting,heya,Hey there!,2024-12-03T02:35:33.628383,0.96,1098
306,payment_issue,Payment error subscription,"I'll help with your subscription payment. First check card details, then try again in 1 hour.",2024-12-16T17:47:55.628383,0.89,1098
307,order_status,Track order #12965,I've checked order #12965. Status: processing. Expected arrival: next week.,2024-12-18T08:41:07.628383,0.94,1098
308,product_inquiry,Information about monitor,monitor is available. Priced at $767 with 1-year warranty.,2024-12-20T13:06:11.628383,0.91,1098
309,greeting,hi hi,Hi!,2024-12-21T18:25:36.628383,0.97,1099
310,order_status,Order #51433 status please,I've checked order #51433. Status: shipped. Expected arrival: by end of week.,2024-12-12T03:11:41.628383,0.86,1099
311,greeting,hii,Hey there!,2024-12-09T21:48:36.628383,0.99,1100
312,payment_issue,Problem paying subscription,"To resolve payment for subscription, try check card details. If needed, clear browser cache.",2024-12-01T00:18:32.628383,0.85,1100
313,product_inquiry,Information about speaker,"Yes, speaker is in stock. The price is $164 and 20% discount.",2024-12-22T00:18:18.628383,0.81,1100
314,greeting,morning,Hello! How may I help you?,2024-12-17T20:17:21.628383,0.97,1101
315,greeting,hey hey,Hey there!,2024-12-05T02:53:55.628383,0.95,1101
316,product_inquiry,Information about camera,camera is available. Priced at $793 with 20% discount.,2024-11-30T07:08:09.628383,0.91,1101
317,technical_support,Help with wifi,"For wifi issues: First clear cache, then try safe mode.",2024-12-19T14:26:40.628383,0.87,1101
318,greeting,hi,Hello there!,2024-12-16T08:57:59.628383,0.95,1102
319,product_inquiry,Do you have mouse in stock?,"Yes, mouse is in stock. The price is $805 and 1-year warranty.",2024-12-06T04:40:22.628383,0.87,1102
320,payment_issue,Payment error order,"For the payment issue with order, please verify billing address. Then contact your bank.",2024-11-22T21:45:41.628383,0.93,1102
321,greeting,hi hi,Hello! What brings you here?,2024-12-17T11:03:13.628383,0.98,1103
322,payment_issue,Issue paying purchase,"For the payment issue with purchase, please check card details. Then contact your bank.",2024-12-05T11:50:20.628383,0.93,1103
323,payment_issue,Issue paying service,"To resolve payment for service, try try another payment method. If needed, contact your bank.",2024-11-28T03:42:44.628383,0.8,1103
324,greeting,hi,Hi!,2024-12-08T02:03:40.628383,0.98,1103
325,greeting,hey there,Hey! What's up?,2024-12-17T12:53:43.628383,0.98,1104
326,payment_issue,Payment error order,"I'll help with your order payment. First verify billing address, then try again in 1 hour.",2024-11-27T22:55:46.628383,0.84,1104
327,greeting,howdy,Hi there!,2024-12-09T20:43:13.628383,0.98,1105
328,technical_support,How to fix wifi,"I can help with wifi. Start by clear cache, followed by contact support.",2024-12-07T04:17:13.628383,0.78,1105
329,technical_support,wifi not working,"For wifi issues: First check settings, then try safe mode.",2024-12-21T08:33:43.628383,0.82,1105
330,technical_support,wifi not working,"I can help with wifi. Start by check settings, followed by contact support.",2024-11-26T22:45:25.628383,0.94,1105
331,greeting,sup,Hey!,2024-11-30T08:14:43.628383,0.97,1106
332,product_inquiry,Do you have tablet in stock?,We have tablet. It costs $217 and comes with 1-year warranty.,2024-12-15T00:21:13.628383,0.94,1106
333,order_status,Can you check status of order #43434,Your order #43434 is out for delivery. Estimated delivery: in 2 days.,2024-12-03T04:16:47.628383,0.9,1106
334,greeting,morning,Hi! How can I help?,2024-12-20T06:00:09.628383,0.96,1107
335,payment_issue,Payment error service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-11-26T22:52:39.628383,0.92,1107
336,product_inquiry,Price of smartwatch?,smartwatch is available. Priced at $632 with 1-year warranty.,2024-12-03T15:15:20.628383,0.85,1107
337,order_status,Can you check status of order #74499,Your order #74499 is shipped. Estimated delivery: in 2 days.,2024-11-27T17:03:29.628383,0.79,1107
338,greeting,morning,Hi there!,2024-12-14T05:24:03.628383,0.96,1108
339,payment_issue,Payment failed for subscription,"I'll help with your subscription payment. First verify billing address, then clear browser cache.",2024-11-28T13:13:42.628383,0.85,1108
340,product_inquiry,Price of speaker?,We have speaker. It costs $385 and comes with 20% discount.,2024-11-22T14:52:23.628383,0.89,1108
341,product_inquiry,Tell me about tablet,tablet is available. Priced at $692 with 20% discount.,2024-11-27T08:45:15.628383,0.81,1108
342,greeting,yo,Hello there!,2024-11-28T23:36:44.628383,0.97,1109
343,product_inquiry,Do you have speaker in stock?,"Yes, speaker is in stock. The price is $712 and free shipping.",2024-12-05T10:15:48.628383,0.91,1109
344,technical_support,How to fix login,"I can help with login. Start by restart the device, followed by reset to defaults.",2024-11-22T19:27:59.628383,0.76,1109
345,greeting,hii,Hi there!,2024-12-15T20:46:59.628383,0.98,1110
346,order_status,I need update on order #77581,Order #77581 is currently out for delivery. Should arrive by end of week.,2024-12-12T08:42:53.628383,0.92,1110
347,greeting,yo,Hey! How can I assist you?,2024-11-30T21:37:31.628383,0.97,1111
348,payment_issue,Payment error subscription,"To resolve payment for subscription, try check card details. If needed, try again in 1 hour.",2024-12-21T06:53:55.628383,0.94,1111
349,greeting,yo,Hello! How may I help you?,2024-12-15T19:44:46.628383,0.97,1112
350,technical_support,Issue with login,"For login issues: First update software, then contact support.",2024-12-06T14:06:46.628383,0.81,1112
351,payment_issue,Can't pay for service,"I'll help with your service payment. First try another payment method, then clear browser cache.",2024-12-14T07:14:24.628383,0.92,1112
352,greeting,hi there,Hi!,2024-12-22T02:20:40.628383,0.95,1113
353,payment_issue,Can't pay for purchase,"I'll help with your purchase payment. First verify billing address, then contact your bank.",2024-11-30T14:01:36.628383,0.94,1113
354,goodbye,talk to you later,Bye bye!,2024-12-16T14:48:40.628383,0.91,1113
355,greeting,sup,Hi! How can I help?,2024-11-30T12:29:18.628383,0.98,1114
356,order_status,I need update on order #53110,Order #53110 is currently out for delivery. Should arrive next week.,2024-12-12T06:22:21.628383,0.92,1114
357,greeting,morning,Hi! How can I help?,2024-12-02T01:26:07.628383,0.96,1115
358,technical_support,Help with wifi,"For wifi issues: First restart the device, then reset to defaults.",2024-12-21T05:34:44.628383,0.86,1115
359,order_status,Order #23378 status please,Order #23378 is currently in transit. Should arrive next week.,2024-12-17T00:51:55.628383,0.8,1115
360,greeting,heya,Hello! How may I help you?,2024-11-25T16:30:55.628383,0.96,1116
361,payment_issue,Can't pay for service,"I'll help with your service payment. First verify billing address, then clear browser cache.",2024-12-09T05:04:12.628383,0.9,1116
362,payment_issue,Can't pay for order,"For the payment issue with order, please verify billing address. Then clear browser cache.",2024-12-18T21:56:22.628383,0.75,1116
363,greeting,hello hello,Hi there!,2024-12-02T07:13:09.628383,0.99,1117
364,product_inquiry,Information about tablet,tablet is available. Priced at $513 with 1-year warranty.,2024-11-28T03:02:03.628383,0.76,1117
365,order_status,Track order #73372,Your order #73372 is out for delivery. Estimated delivery: by end of week.,2024-11-27T06:38:13.628383,0.86,1117
366,greeting,yo,Hi!,2024-12-18T11:37:51.628383,0.97,1118
367,technical_support,How to fix login,"To fix login, try: clear cache. If that doesn't work, contact support.",2024-12-06T14:53:00.628383,0.8,1118
368,product_inquiry,Do you have camera in stock?,We have camera. It costs $409 and comes with 20% discount.,2024-12-13T22:34:09.628383,0.77,1118
369,greeting,hi,Hi there!,2024-12-09T05:45:41.628383,0.98,1119
370,payment_issue,Can't pay for service,"I'll help with your service payment. First check card details, then clear browser cache.",2024-12-22T09:28:53.628383,0.91,1119
371,greeting,hello hello,Hey! How can I assist you?,2024-11-26T14:30:48.628383,0.96,1120
372,order_status,Order #11600 status please,I've checked order #11600. Status: in transit. Expected arrival: in 2 days.,2024-12-19T05:40:33.628383,0.94,1120
373,technical_support,Problem with wifi,"To fix wifi, try: check settings. If that doesn't work, try safe mode.",2024-11-27T21:07:01.628383,0.9,1120
374,greeting,hey,Hi there! Need any help?,2024-12-21T08:05:01.628383,0.97,1121
375,greeting,hi there,Hi there!,2024-12-12T04:42:01.628383,0.96,1121
376,greeting,hey,Hello! What brings you here?,2024-12-05T06:18:10.628383,0.99,1122
377,technical_support,update not working,"For update issues: First clear cache, then try safe mode.",2024-12-06T20:05:34.628383,0.91,1122
378,payment_issue,Problem paying order,"For the payment issue with order, please try another payment method. Then try again in 1 hour.",2024-11-30T20:31:10.628383,0.94,1122
379,payment_issue,Can't pay for order,"I'll help with your order payment. First verify billing address, then contact your bank.",2024-12-21T14:43:01.628383,0.94,1122
380,greeting,hello hello,Hey! What's up?,2024-11-30T20:34:59.628383,0.98,1123
381,technical_support,Problem with wifi,"I can help with wifi. Start by restart the device, followed by contact support.",2024-11-23T17:44:48.628383,0.86,1123
